ID,FLDNAME,TEXT
-4,PTID_Key,Participant ID
 ,DXCHANGE,"1=Stable:NL to NL, 2=Stable:MCI to MCI, 3=Stable:AD to AD, 4=Conv:NL to MCI, 5=Conv:MCI to AD, 6=Conv:NL to AD, 7=Rev:MCI to NL, 8=Rev:AD to MCI, 9=Rev:AD to NL, -1=Not available"
-4,SITE,Site
-4,COLPROT,Protocol under which data was collected
-4,ORIGPROT,Protocol from which subject originated
-4,EXAMDATE,Examination Date
-4,DX_bl,Baseline Diagnosis
-4,AGE,Age at baseline
-4,PTGENDER,Sex
-4,PTEDUCAT,Education
-4,PTETHCAT,Ethnicity
-4,PTRACCAT,Race
-4,PTMARRY,Marital status at baseline
-4,APOE4,ApoE4 Genotype
-4,FDG,"Average FDG-PET of angular, temporal, and posterior cingulate"
-4,PIB,"Average PIB SUVR of frontal cortex, anterior cingulate, precuneus cortex, and parietal cortex"
-4,AV45,"Average AV45 SUVR of frontal, anterior cingulate, precuneus, and parietal cortex relative to the cer"
-4,CDRSB,CDR-SB
-4,ADAS11,ADAS 11
-4,ADAS13,ADAS 13
-4,MMSE,MMSE
-4,RAVLT,RAVLT (forgetting)
-4,RAVLT_immediate,RAVLT (5 sum)
-4,FAQ,FAQ
-4,MOCA,MOCA
-4,EcogPtMem,Participant ECog - Mem
-4,EcogPtLang,Participant ECog - Lang
-4,EcogPtVisspat,Participant ECog - Vis/Spat
-4,EcogPtPlan,Participant ECog - Plan
-4,EcogPtOrgan,Participant ECog - Organ
-4,EcogPtDivatt,Participant ECog - Div atten
-4,EcogPtTotal,Participant ECog - Total
-4,EcogSPMem,Study Partner ECog - Mem
-4,EcogSPLang,Study Partner ECog - Lang
-4,EcogSPVisspat,Study Partner ECog - Vis/Spat
-4,EcogSPPlan,Study Partner ECog - Plan
-4,EcogSPOrgan,Study Partner ECog - Organ
-4,EcogSPDivatt,Study Partner ECog - Div atten
-4,EcogSPTotal,Study Partner ECog - Total
-4,Ventricles,UCSF Ventricles
-4,Hippocampus,UCSF Hippocampus
-4,WholeBrain,UCSF WholeBrain
-4,Entorhinal,UCSF Entorhinal
-4,Fusiform,UCSF Fusiform
-4,MidTemp,UCSF Med Temp
-4,ICV,UCSF ICV
-4,DX,Dx status
-4,EXAMDATE_bl,Examination Date at baseline
-4,CDRSB_bl,CDR-SB at baseline
-4,ADAS11_bl,ADAS 11 at baseline
-4,ADAS13_bl,ADAS 13 at baseline
-4,MMSE_bl,MMSE at baseline
-4,RAVLT_bl,RAVLT (forgetting) at baseline
-4,RAVLT_immediate_bl,RAVLT (5 sum) at baseline
-4,FAQ_bl,FAQ at baseline
-4,Ventricles_bl,UCSF Ventricles at baseline
-4,Hippocampus_bl,UCSF Hippocampus at baseline
-4,WholeBrain_bl,UCSF WholeBrain at baseline
-4,Entorhinal_bl,UCSF Entorhinal at baseline
-4,Fusiform_bl,UCSF Fusiform at baseline
-4,MidTemp_bl,UCSF Med Temp at baseline
-4,ICV_bl,UCSF ICV at baseline
-4,MOCA_bl,MOCA at baseline
-4,EcogPtMem_bl,Pt ECog - Mem at baseline
-4,EcogPtLang_bl,Pt ECog - Lang at baseline
-4,EcogPtVisspat_bl,Pt ECog - Vis/Spat at baseline
-4,EcogPtPlan_bl,Pt ECog - Plan at baseline
-4,EcogPtOrgan_bl,Pt ECog - Organ at baseline
-4,EcogPtDivatt_bl,Pt ECog - Div atten at baseline
-4,EcogPtTotal_bl,Pt ECog - Total at baseline
-4,EcogSPMem_bl,SP ECog - Mem at baseline
-4,EcogSPLang_bl,SP ECog - Lang at baseline
-4,EcogSPVisspat_bl,SP ECog - Vis/Spat at baseline
-4,EcogSPPlan_bl,SP ECog - Plan at baseline
-4,EcogSPOrgan_bl,SP ECog - Organ at baseline
-4,EcogSPDivatt_bl,SP ECog - Div atten at baseline
-4,EcogSPTotal_bl,SP ECog - Total at baseline
-4,FDG_bl,"Average FDG-PET of angular, temporal, and posterior cingulate at baseline"
-4,PIB_bl,"Average PIB SUVR of frontal cortex, anterior cingulate, precuneus cortex, and parietal cortex at bas"
-4,AV45_bl,"Average AV45 SUVR of frontal, anterior cingulate, precuneus, and parietal cortex relative to the cer"
-4,Years_bl,Years from baseline
-4,Month_bl,Months from baseline
-4,Month,"Months from baseline (to nearest 6 months, as a factor)"
-4,M,"Months from baseline (to nearest 6 months, as continuous)"
ID,FLDNAME_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,TEXT
,RID_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Participant roster ID
,VISCODE_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Visit code
,VISCODE2_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Translated visit code
,FLDSTRENG_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,The field strength. 1.5 or 3
,EXAMDATE_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,The scan date for the image processed
,LONISID_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,The LONI study UID for the image processed
,LONIUID_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,The LONI series UID for the image processed.
,IMAGEUID_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,The ImageUID for the image processed.
,RUNDATE_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,
,VERSION_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,
,STATUS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,
,BASETP1_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Whether or not the base image includes a timepoint 1 image.
,BASETP2_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Whether or not the base image includes a timepoint 2 image.
,BASETP3_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Whether or not the base image includes a timepoint 3 image.
,BASETP4_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Whether or not the base image includes a timepoint 4 image.
,BASETP5_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Whether or not the base image includes a timepoint 5 image.
,BASETP6_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Whether or not the base image includes a timepoint 6 image.
,BASETP7_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Whether or not the base image includes a timepoint 7 image.
,BASETP8_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Whether or not the base image includes a timepoint 8 image.
,OVERALLQC_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,An overall quality rating. Refer to additional QC variables for Partial rating.
,TEMPQC_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,QC rating of temporal lobe. Fail affects the following regions: LeftTemporalPole (ST60); RightTempor
,FRONTQC_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,QC rating of the frontal lobe. Fail affects the following regions: LeftFrontalPole (ST25); RightFron
,PARQC_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,QC rating of the parietal lobe. Fail affects the following regions: LeftPostcentral (ST49); RightPos
,INSULAQC_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,QC rating of the insula. Fail affects the following regions: LeftInsula (ST129); RightInsula (ST130)
,OCCQC_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,QC rating of the occipital lobe. Fail affects the following regions: LeftLingual (ST38); RightLingua
,BGQC_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,QC rating of the basal ganglia. Fail affects the following regions: LeftPutamen (ST53); RightPutamen
,CWMQC_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,QC rating of the cerebral WM. Fail affects the following regions: LeftCerebralWM (ST20); RightCerebr
,VENTQC_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,QC rating of the ventricles. Fail affects the following regions: LeftLateralVentricle (ST37); RightL
,ST100SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Volume (WM Parcellation) of RightNonWMHypoIntensities
,ST101SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Volume (WM Parcellation) of RightPallidum
,ST102CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Volume (Cortical Parcellation) of RightParacentral
,ST102SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Surface Area of RightParacentral
,ST102TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Cortical Thickness Average of RightParacentral
,ST102TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Cortical Thickness Standard Deviation of RightParacentral
,ST103CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Volume (Cortical Parcellation) of RightParahippocampal
,ST103SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Surface Area of RightParahippocampal
,ST103TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Cortical Thickness Average of RightParahippocampal
,ST103TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Cortical Thickness Standard Deviation of RightParahippocampal
,ST104CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Volume (Cortical Parcellation) of RightParsOpercularis
,ST104SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Surface Area of RightParsOpercularis
,ST104TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Cortical Thickness Average of RightParsOpercularis
,ST104TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Cortical Thickness Standard Deviation of RightParsOpercularis
,ST105CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Volume (Cortical Parcellation) of RightParsOrbitalis
,ST105SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Surface Area of RightParsOrbitalis
,ST105TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Cortical Thickness Average of RightParsOrbitalis
,ST105TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Cortical Thickness Standard Deviation of RightParsOrbitalis
,ST106CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Volume (Cortical Parcellation) of RightParsTriangularis
,ST106SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Surface Area of RightParsTriangularis
,ST106TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Cortical Thickness Average of RightParsTriangularis
,ST106TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Cortical Thickness Standard Deviation of RightParsTriangularis
,ST107CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Volume (Cortical Parcellation) of RightPericalcarine
,ST107SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Surface Area of RightPericalcarine
,ST107TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Cortical Thickness Average of RightPericalcarine
,ST107TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Cortical Thickness Standard Deviation of RightPericalcarine
,ST108CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Volume (Cortical Parcellation) of RightPostcentral
,ST108SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Surface Area of RightPostcentral
,ST108TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Cortical Thickness Average of RightPostcentral
,ST108TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Cortical Thickness Standard Deviation of RightPostcentral
,ST109CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Volume (Cortical Parcellation) of RightPosteriorCingulate
,ST109SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Surface Area of RightPosteriorCingulate
,ST109TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Cortical Thickness Average of RightPosteriorCingulate
,ST109TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Cortical Thickness Standard Deviation of RightPosteriorCingulate
,ST10CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Volume (Cortical Parcellation) of Icv
,ST110CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Volume (Cortical Parcellation) of RightPrecentral
,ST110SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Surface Area of RightPrecentral
,ST110TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Cortical Thickness Average of RightPrecentral
,ST110TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Cortical Thickness Standard Deviation of RightPrecentral
,ST111CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Volume (Cortical Parcellation) of RightPrecuneus
,ST111SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Surface Area of RightPrecuneus
,ST111TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Cortical Thickness Average of RightPrecuneus
,ST111TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Cortical Thickness Standard Deviation of RightPrecuneus
,ST112SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Volume (WM Parcellation) of RightPutamen
,ST113CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Volume (Cortical Parcellation) of RightRostralAnteriorCingulate
,ST113SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Surface Area of RightRostralAnteriorCingulate
,ST113TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Cortical Thickness Average of RightRostralAnteriorCingulate
,ST113TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Cortical Thickness Standard Deviation of RightRostralAnteriorCingulate
,ST114CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Volume (Cortical Parcellation) of RightRostralMiddleFrontal
,ST114SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Surface Area of RightRostralMiddleFrontal
,ST114TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Cortical Thickness Average of RightRostralMiddleFrontal
,ST114TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Cortical Thickness Standard Deviation of RightRostralMiddleFrontal
,ST115CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Volume (Cortical Parcellation) of RightSuperiorFrontal
,ST115SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Surface Area of RightSuperiorFrontal
,ST115TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Cortical Thickness Average of RightSuperiorFrontal
,ST115TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Cortical Thickness Standard Deviation of RightSuperiorFrontal
,ST116CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Volume (Cortical Parcellation) of RightSuperiorParietal
,ST116SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Surface Area of RightSuperiorParietal
,ST116TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Cortical Thickness Average of RightSuperiorParietal
,ST116TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Cortical Thickness Standard Deviation of RightSuperiorParietal
,ST117CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Volume (Cortical Parcellation) of RightSuperiorTemporal
,ST117SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Surface Area of RightSuperiorTemporal
,ST117TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Cortical Thickness Average of RightSuperiorTemporal
,ST117TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Cortical Thickness Standard Deviation of RightSuperiorTemporal
,ST118CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Volume (Cortical Parcellation) of RightSupramarginal
,ST118SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Surface Area of RightSupramarginal
,ST118TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Cortical Thickness Average of RightSupramarginal
,ST118TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,Cortical Thickness Standard Deviation of RightSupramarginal
